title,park,date,rating,cc,location.latitude,location.longitude,datayear,day,address,community,geocode_address,datamonth
Groundhog Day,"Ward, A. Montgomery Park",2015-07-15T03:11:00Z,PG,Yes,41.89364243,-87.64193726,2015,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,07
Back to the Future Part II,Lake Meadows Park,2015-07-14T03:18:00Z,PG,Yes,41.83804321,-87.61347198,2015,Tue,3117 S. Rhodes Ave. Chicago IL 60616,DOUGLAS,3117 S. Rhodes Ave. Chicago IL 60616,07
The Lego Movie,Calumet Park,2015-07-14T03:10:00Z,PG,Yes,41.71755765,-87.53148079,2015,Tue,"9801 S Avenue G Chicago, IL 60617",EAST SIDE,"9801 S Avenue G Chicago, IL 60617",07
The Princess Bride,Holstein Park,2015-07-13T03:08:00Z,PG,Yes,41.9219017,-87.68556213,2015,Mon,2200 N. Oakley Ave. Chicago IL 60647,LOGAN SQUARE,2200 N. Oakley Ave. Chicago IL 60647,07
Annie (2014),Kenwood Community Park,2015-07-12T03:28:00Z,PG,Yes,41.80422211,-87.59378815,2015,Sun,1330 E. 50th St. Chicago IL 60615,KENWOOD,1330 E. 50th St. Chicago IL 60615,07
Casablanca,Oz Park,2015-07-12T03:12:00Z,PG,Yes,41.92099187,-87.64469862,2015,Sun,2021 N. Burling St. Chicago IL 60614,LINCOLN PARK,2021 N. Burling St. Chicago IL 60614,07
The Lego Movie,Loyola Park,2015-07-12T03:10:00Z,PG,Yes,42.01041412,-87.66117859,2015,Sun,1230 W. Greenleaf Ave. Chicago IL 60626,ROGERS PARK,1230 W. Greenleaf Ave. Chicago IL 60626,07
Jurassic Park,Mayfair Park,2015-07-11T03:37:00Z,PG-13,No,41.96262741,-87.74201202,2015,Sat,4550 W. Sunnyside Ave. Chicago IL 60630,IRVING PARK,4550 W. Sunnyside Ave. Chicago IL 60630,07
Ride Along,Smith Playlot Park,2015-07-11T03:09:00Z,PG-13,Yes,41.71390915,-87.630867,2015,Sat,9912 S. Princeton Ave. Chicago IL 60628,ROSELAND,9912 S. Princeton Ave. Chicago IL 60628,07
Annie (2014),Hamilton Park,2015-07-11T03:28:00Z,PG,Yes,41.76344299,-87.63769531,2015,Sat,513 W. 72nd St. Chicago IL 60621,ENGLEWOOD,513 W. 72nd St. Chicago IL 60621,07
Dolphin Tale 2,Gompers Park,2015-07-10T03:17:00Z,PG,Yes,41.97549438,-87.73486328,2015,Fri,4222 W. Foster Ave. Chicago IL 60630,NORTH PARK,4222 W. Foster Ave. Chicago IL 60630,07
Annie (2014),Palmer Park,2015-07-10T03:28:00Z,PG,Yes,41.69263077,-87.61819458,2015,Fri,"201 E 111th St Chicago, IL 60628",ROSELAND,"201 E 111th St Chicago, IL 60628",07
A Latino Film Festival Selection,Calumet Park,2015-07-09T03:30:00Z,NR,Yes,41.71755765,-87.53148079,2015,Thu,"9801 S Avenue G Chicago, IL 60617",EAST SIDE,"9801 S Avenue G Chicago, IL 60617",07
Dolphin Tale 2,Oriole Park,2015-07-09T03:17:00Z,PG,Yes,41.97828293,-87.81445313,2015,Thu,5430 N. Olcott Ave. Chicago IL 60656,NORWOOD PARK,5430 N. Olcott Ave. Chicago IL 60656,07
Annie (2014),Portage Park,2015-07-09T03:30:00Z,PG,No,41.95508957,-87.76216125,2015,Thu,"4100 N Long Ave Chicago, IL 60641",PORTAGE PARK,"4100 N Long Ave Chicago, IL 60641",07
The Boxtrolls,Piotrowski Park,2015-07-09T03:06:00Z,PG,Yes,41.8367424,-87.730896,2015,Thu,4247 W. 31st St. Chicago IL 60623,SOUTH LAWNDALE,4247 W. 31st St. Chicago IL 60623,07
The Pacifier,Avondale Park,2015-07-08T03:05:00Z,PG,No,41.94095993,-87.71347809,2015,Wed,"3516 W School St Chicago, IL 60618",AVONDALE,"3516 W School St Chicago, IL 60618",07
Annie (2014),Skinner Park,2015-07-08T03:28:00Z,PG,Yes,41.88011364,-87.66196489,2015,Wed,1331 W Monroe St Chicago IL 60607,NEAR WEST SIDE,1331 W Monroe St Chicago IL 60607,07
The Lego Movie,Bradley Park,2015-07-08T03:30:00Z,PG,No,41.71809769,-87.56407166,2015,Wed,"9729 S Yates Ave Chicago, IL 60617",SOUTH DEERING,"9729 S Yates Ave Chicago, IL 60617",07
Much Ado About Nothing (2012),Kathy Osterman Beach,2015-07-07T03:19:00Z,PG-13,Yes,41.98543743,-87.65284538,2015,Tue,"5800 N. Lake Shore Drive, Chicago, IL 60660",EDGEWATER,"5800 N. Lake Shore Drive, Chicago, IL 60660",07
The Amazing Spider-Man,Nat King Cole Park,2015-07-07T03:46:00Z,PG-13,Yes,41.74013519,-87.61564636,2015,Tue,361 E. 85th St. Chicago IL 60619,CHATHAM,361 E. 85th St. Chicago IL 60619,07
X-Men: Days of Future Past,Clark (John) Park,2015-07-07T03:41:00Z,PG-13,Yes,41.8767395,-87.7410202,2015,Tue,4615 W. Jackson Blvd. Chicago IL 60644,AUSTIN,4615 W. Jackson Blvd. Chicago IL 60644,07
Teen Wolf,Jonquil Playlot Park,2015-07-06T03:20:00Z,PG,Yes,41.92899323,-87.65377045,2015,Mon,1001 W. Wrightwood Ave. Chicago IL 60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,07
Despicable Me 2,Fuller Park,2015-07-03T03:08:00Z,PG,Yes,41.81225204,-87.63460541,2015,Fri,331 W. 45th St Chicago IL 60609,FULLER PARK,331 W. 45th St Chicago IL 60609,07
Back to the Future,Wentworth Park,2015-07-03T03:26:00Z,PG,Yes,41.79042816,-87.77915955,2015,Fri,5625 S. Mobile Ave. Chicago IL 60638,GARFIELD RIDGE,5625 S. Mobile Ave. Chicago IL 60638,07
The Boxtrolls,Ellis (Samuel) Park,2015-07-03T03:06:00Z,PG,Yes,41.82777786,-87.60858154,2015,Fri,535 E. 35th St. Chicago IL 60653,DOUGLAS,535 E. 35th St. Chicago IL 60653,07
Strange Magic,Broncho Billy Playlot Park,2015-07-03T03:10:00Z,PG,No,41.96285248,-87.66093445,2015,Fri,"4437 N Magnolia Ave Chicago, IL 60640",UPTOWN,"4437 N Magnolia Ave Chicago, IL 60640",07
The Princess Bride,Lincoln Park,2015-07-02T03:08:00Z,PG,Yes,41.928495,-87.636008,2015,Thu,2045 N Lincoln Park West Chicago IL 60614,LINCOLN PARK,2045 N Lincoln Park West Chicago IL 60614,07
The Sandlot,Gladstone Park,2015-07-02T03:11:00Z,PG,Yes,41.97917175,-87.77305603,2015,Thu,5421 N. Menard Ave. Chicago IL 60630,JEFFERSON PARK,5421 N. Menard Ave. Chicago IL 60630,07
How to Train Your Dragon 2,Washtenaw Park,2015-07-02T03:12:00Z,PG,Yes,41.84587097,-87.69277191,2015,Thu,2521 South Washtenaw Avenue Chicago IL 60608,SOUTH LAWNDALE,2521 South Washtenaw Avenue Chicago IL 60608,07
Maleficent,"Bartelme, Mary Park",2015-07-01T03:07:00Z,PG,Yes,41.88024521,-87.65080261,2015,Wed,"115 S Sangamon St Chicago, IL 60607",NEAR WEST SIDE,"115 S Sangamon St Chicago, IL 60607",07
Spare Parts,Dunham Park,2015-07-01T03:26:00Z,PG-13,No,41.96598053,-87.78197479,2015,Wed,4638 N. Melvina Ave. Chicago IL 60630,PORTAGE PARK,4638 N. Melvina Ave. Chicago IL 60630,07
Homeward Bound,Calumet Park,2015-06-30T02:54:00Z,G,Yes,41.71755765,-87.53148079,2015,Tue,"9801 S Avenue G Chicago, IL 60617",EAST SIDE,"9801 S Avenue G Chicago, IL 60617",06
Instructions Not Included,La Villita Park,2015-06-28T03:32:00Z,PG-13,Yes,41.8408611,-87.7000382,2015,Sun,"2800 S. Sacramento Blvd., Chicago, IL 60608",SOUTH LAWNDALE,"2800 S. Sacramento Blvd., Chicago, IL 60608",06
How to Train Your Dragon 2,Senn Playlot Park,2015-06-28T03:12:00Z,PG,Yes,41.98885727,-87.66854095,2015,Sun,5887 N. Ridge Ave. Chicago IL 60660,EDGEWATER,5887 N. Ridge Ave. Chicago IL 60660,06
Step Up All In,Columbus Park,2015-06-28T03:22:00Z,PG-13,Yes,41.87285233,-87.76467896,2015,Sun,"500 S. Central Ave. Chicago, IL 60644",AUSTIN,"500 S. Central Ave. Chicago, IL 60644",06
Selma,Tilton Park,2015-06-27T03:38:00Z,PG-13,Yes,41.88605499,-87.73561859,2015,Sat,305 N. Kostner Ave. Chicago IL 60624,WEST GARFIELD PARK,305 N. Kostner Ave. Chicago IL 60624,06
Seven Brides for Seven Brothers,Kathy Osterman Beach,2015-06-27T03:12:00Z,G,No,41.98543743,-87.65284538,2015,Sat,"5800 N. Lake Shore Drive, Chicago, IL 60660",EDGEWATER,"5800 N. Lake Shore Drive, Chicago, IL 60660",06
The Princess Bride,Mayfair Park,2015-06-27T03:30:00Z,PG,No,41.96262741,-87.74201202,2015,Sat,4550 W. Sunnyside Ave. Chicago IL 60630,IRVING PARK,4550 W. Sunnyside Ave. Chicago IL 60630,06
The Lego Movie,Athletic Field Park,2015-06-27T02:55:00Z,PG,No,41.94668198,-87.71703339,2015,Sat,"3546 W Addison St Chicago, IL 60618",IRVING PARK,"3546 W Addison St Chicago, IL 60618",06
E.T. The Extra-Terrestrial,Brooks Park,2015-06-26T03:25:00Z,PG,Yes,42.01028061,-87.8066864,2015,Fri,"7100 N Harlem Ave Chicago, IL 60631",EDISON PARK,"7100 N Harlem Ave Chicago, IL 60631",06
Footloose,Chase Park,2015-06-26T03:30:00Z,PG,No,41.96714783,-87.66930389,2015,Fri,4701 N. Ashland Ave. Chicago IL 60640,UPTOWN,4701 N. Ashland Ave. Chicago IL 60640,06
The Boxtrolls,Graver Park,2015-06-26T03:06:00Z,PG,Yes,41.70744705,-87.66044617,2015,Fri,1518 W. 102nd Pl. Chicago IL 60643,BEVERLY,1518 W. 102nd Pl. Chicago IL 60643,06
Annie (2014),Sumner Park,2015-06-26T03:28:00Z,PG,Yes,41.87060928,-87.73418427,2015,Fri,"4320 W 5th Ave Chicago, IL 60624",NORTH LAWNDALE,"4320 W 5th Ave Chicago, IL 60624",06
A Latino Film Festival Selection,Kosciuszko Park,2015-06-25T03:30:00Z,NR,Yes,41.93063354,-87.72327423,2015,Thu,2732 N. Avers Ave. Chicago IL 60647,LOGAN SQUARE,2732 N. Avers Ave. Chicago IL 60647,06
Into the Woods,West Lawn Park,2015-06-25T03:35:00Z,PG,Yes,41.77493286,-87.72831726,2015,Thu,4233 W. 65th St. Chicago IL 60629,WEST LAWN,4233 W. 65th St. Chicago IL 60629,06
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Olympia Park,2015-06-25T02:20:00Z,PG,No,41.99970245,-87.81498718,2015,Thu,6566 N. Avondale Ave. Chicago IL 60631,EDISON PARK,6566 N. Avondale Ave. Chicago IL 60631,06
Into the Woods,"Ward, A. Montgomery Park",2015-06-24T03:35:00Z,PG,Yes,41.89364243,-87.64193726,2015,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,06
Gravity,Park No. 551,2015-06-23T03:01:00Z,PG-13,Yes,41.88835526,-87.64409637,2015,Tue,353 N. DesPlaines St. Chicago IL 60611,NEAR WEST SIDE,353 N. DesPlaines St. Chicago IL 60611,06
The Pink Panther,Grant Park,2015-06-23T03:23:00Z,NR,Yes,41.88437653,-87.61938477,2015,Tue,"337 E. Randolph St. Chicago, IL 60602",LOOP,"337 E. Randolph St. Chicago, IL 60602",06
No Good Deed,Sherwood Park,2015-06-23T03:30:00Z,PG-13,No,41.79059219,-87.63406372,2015,Tue,5701 S. Shields Ave. Chicago IL 60621,ENGLEWOOD,5701 S. Shields Ave. Chicago IL 60621,06
Edward Scissorhands,Jonquil Playlot Park,2015-06-22T03:15:00Z,PG-13,Yes,41.92899323,-87.65377045,2015,Mon,1001 W. Wrightwood Ave. Chicago IL 60614,LINCOLN PARK,1001 W. Wrightwood Ave. Chicago IL 60614,06
Annie (2014),Washington Park,2015-06-21T03:28:00Z,PG,Yes,41.79378891,-87.61591339,2015,Sun,"5531 S. Martin Luther King Dr. Chicago, IL 60637",WASHINGTON PARK,"5531 S. Martin Luther King Dr. Chicago, IL 60637",06
When the Game Stands Tall,Horner Park,2015-06-21T03:15:00Z,PG,Yes,41.96125412,-87.69841003,2015,Sun,2741 W. Montrose Ave. Chicago IL 60618,IRVING PARK,2741 W. Montrose Ave. Chicago IL 60618,06
Annie (2014),Bradley Park,2015-06-21T03:28:00Z,PG,Yes,41.71809769,-87.56407166,2015,Sun,"9729 S Yates Ave Chicago, IL 60617",SOUTH DEERING,"9729 S Yates Ave Chicago, IL 60617",06
Into the Woods,Dvorak Park,2015-06-20T03:35:00Z,PG,Yes,41.85511398,-87.65414429,2015,Sat,1119 W. Cullerton St. Chicago IL 60608,LOWER WEST SIDE,1119 W. Cullerton St. Chicago IL 60608,06
Dolphin Tale 2,Ridge Park,2015-06-20T03:17:00Z,PG,Yes,41.71934128,-87.6676712,2015,Sat,"9625 S. Longwood Dr., Chicago IL 60643",BEVERLY,"9625 S. Longwood Dr., Chicago IL 60643",06
The Boxtrolls,Peterson Park,2015-06-20T03:06:00Z,PG,Yes,41.98551559,-87.7227478,2015,Sat,5801 N. Pulaski Rd. Chicago IL 60646,NORTH PARK,5801 N. Pulaski Rd. Chicago IL 60646,06
The Boxtrolls,Maplewood Playlot Park,2015-06-19T03:06:00Z,PG,Yes,41.9112854,-87.69094086,2015,Fri,1640 N.Maplewood Ave. Chicago IL 60647,WEST TOWN,1640 N.Maplewood Ave. Chicago IL 60647,06
The Lego Movie,Marquette Park,2015-06-19T03:10:00Z,PG,Yes,41.77088165,-87.70292664,2015,Fri,6743 S. Kedzie Ave. Chicago IL 60629,CHICAGO LAWN,6743 S. Kedzie Ave. Chicago IL 60629,06
Amazing Spider Man,Bessemer Park,2015-06-19T03:00:00Z,PG-13,No,41.73311615,-87.55547333,2015,Fri,"8930 S Muskegon Ave Chicago, IL 60617",SOUTH CHICAGO,"8930 S Muskegon Ave Chicago, IL 60617",06
Night at the Museum ,Wicker Park,2015-06-19T02:48:00Z,PG,Yes,41.90821838,-87.67736053,2015,Fri,1425 N. Damen Avenue Chicago IL 60622,WEST TOWN,1425 N. Damen Avenue Chicago IL 60622,06
"Honey, I Shrunk the Kids",Garfield Park Conservatory,2015-06-18T02:56:00Z,PG,Yes,41.88751984,-87.71611023,2015,Thu,"300 N Central Park Ave Chicago, IL 60624",EAST GARFIELD PARK,"300 N Central Park Ave Chicago, IL 60624",06
Ferris Bueller's Day Off,Lincoln Park,2015-06-18T03:13:00Z,PG-13,Yes,41.928495,-87.636008,2015,Thu,2045 N Lincoln Park West Chicago IL 60614,LINCOLN PARK,2045 N Lincoln Park West Chicago IL 60614,06
A Latino Film Festival Selection,Harrison Park,2015-06-18T03:30:00Z,NR,Yes,41.85699081,-87.67106628,2015,Thu,1824 S. Wood St. Chicago IL 60608,LOWER WEST SIDE,1824 S. Wood St. Chicago IL 60608,06
Teenage Mutant Ninja Turtles (1990),Portage Park,2015-06-18T03:30:00Z,PG,No,41.95508957,-87.76216125,2015,Thu,"4100 N Long Ave Chicago, IL 60641",PORTAGE PARK,"4100 N Long Ave Chicago, IL 60641",06
Unbroken,"Ward, A. Montgomery Park",2015-06-17T03:47:00Z,PG-13,Yes,41.89364243,-87.64193726,2015,Wed,630 N. Kingsbury St. Chicago IL 60606,NEAR NORTH SIDE,630 N. Kingsbury St. Chicago IL 60606,06
Maleficent,Kedvale Park,2015-06-17T03:07:00Z,PG,Yes,41.90628052,-87.73006439,2015,Wed,4134 W. Hirsch St. Chicago IL 60651,HUMBOLDT PARK,4134 W. Hirsch St. Chicago IL 60651,06
Dial M for Murder,Lincoln Park,2015-06-16T03:15:00Z,PG,Yes,41.928495,-87.636008,2015,Tue,2045 N Lincoln Park West Chicago IL 60614,LINCOLN PARK,2045 N Lincoln Park West Chicago IL 60614,06
The Sandlot 2,Oz Park,2015-06-14T03:07:00Z,PG,Yes,41.92099187,-87.64469862,2015,Sun,2021 N. Burling St. Chicago IL 60614,LINCOLN PARK,2021 N. Burling St. Chicago IL 60614,06
Teenage Mutant Ninja Turtles (2014),Winnemac Park,2015-06-14T03:11:00Z,PG-13,Yes,41.97232819,-87.68413544,2015,Sun,"5101 N. Leavitt St., 60625",LINCOLN SQUARE,"5101 N. Leavitt St., 60625",06
Back to the Future Part II,Independence Park,2015-06-13T03:30:00Z,PG,No,41.95268631,-87.72504425,2015,Sat,3945 N. Springfield Ave. Chicago IL 60618,IRVING PARK,3945 N. Springfield Ave. Chicago IL 60618,06
How to Train Your Dragon 2,Bauler Playlot Park,2015-06-13T03:12:00Z,PG,Yes,41.91645432,-87.64118195,2015,Sat,"501 W Wisconsin St Chicago, IL 60614",LINCOLN PARK,"501 W Wisconsin St Chicago, IL 60614",06
The Wizard of Oz,Armour Square Park,2015-06-13T03:11:00Z,G,Yes,41.83438492,-87.63520813,2015,Sat,"3309 S Shields Ave Chicago, IL 60616",ARMOUR SQUARE,"3309 S Shields Ave Chicago, IL 60616",06
Annie (2014),Margate Park Fieldhouse,2015-06-12T03:28:00Z,PG,Yes,41.97209549,-87.64978027,2015,Fri,4921 N. Marine Drive Chicago IL 60640,UPTOWN,4921 N. Marine Drive Chicago IL 60640,06
Jurassic Park,Pottawattomie Park,2015-06-12T01:00:00Z,PG-13,No,42.01446533,-87.6785965,2015,Fri,7340 N. Rogers Ave. Chicago IL 60626,ROGERS PARK,7340 N. Rogers Ave. Chicago IL 60626,06
The Giver,Wolfe Playground Park,2015-06-11T03:00:00Z,PG-13,No,41.69897461,-87.54348755,2015,Thu,3325 E. 108th St. Chicago IL 60617,EAST SIDE,3325 E. 108th St. Chicago IL 60617,06
Space Jam,Broncho Billy Playlot Park,2015-06-05T03:00:00Z,PG,No,41.96285248,-87.66093445,2015,Fri,"4437 N Magnolia Ave Chicago, IL 60640",UPTOWN,"4437 N Magnolia Ave Chicago, IL 60640",06
Pete's Dragon,Seward Park,2017-07-01T05:00:00Z,PG,Yes,41.902735,-87.639498,2017,Sat,375 W. Elm St.,NEAR NORTH SIDE,"375 W. Elm St., Chicago, IL",07
The Secret Life of Pets,Wildwood Park,2017-08-04T05:00:00Z,PG,Yes,42.006605,-87.777366,2017,Fri,6950 N. Hiawatha Ave.,FOREST GLEN,"6950 N. Hiawatha Ave., Chicago, IL",08
Central Intelligence,Smith (Wendell) Playlot Park,2017-08-11T05:00:00Z,PG-13,Yes,41.713967,-87.630861,2017,Fri,9912 S. Princeton Ave.,ROSELAND,"9912 S. Princeton Ave., Chicago, IL",08
Queen of Katwe,Homan Square Park,2017-06-23T05:00:00Z,PG,Yes,41.869979,-87.714642,2017,Fri,3559 W. Arthington,NORTH LAWNDALE,"3559 W. Arthington, Chicago, IL",06
Angels in the Outfield,Archer Park,2017-06-20T05:00:00Z,PG,Yes,41.803782,-87.735659,2017,Tue,4901 S.Kilbourn Ave.,ARCHER HEIGHTS,"4901 S.Kilbourn Ave., Chicago, IL",06
Space Jam,Brands Park,2017-08-16T05:00:00Z,PG,Yes,41.940571,-87.699996,2017,Wed,3259 N. Elston Ave.,LOGAN SQUARE,"3259 N. Elston Ave., Chicago, IL",08
The Sandlot,Donovan Playground Park,2017-07-13T05:00:00Z,PG,Yes,41.828268,-87.647671,2017,Thu,3620 S.Lituanica Ave.,BRIDGEPORT,"3620 S.Lituanica Ave., Chicago, IL",07
Trolls,White (Willye B.) Park,2017-08-12T05:00:00Z,PG,Yes,42.020685,-87.670605,2017,Sat,7631 N. Ashland Ave.,WEST TOWN,"7631 N. Ashland Ave., Chicago, IL",08
Moana,LeClaire Courts-Hearst Community Park,2017-08-18T05:00:00Z,PG,Yes,41.812909,-87.752889,2017,Fri,5120 W. 44th St.,GARFIELD RIDGE,"5120 W. 44th St., Chicago, IL",08
The Secret Life of Pets,Humboldt Park,2017-06-24T05:00:00Z,PG,Yes,41.902822,-87.701792,2017,Sat,1440 N. Sacramento,NORTH LAWNDALE,"1440 N. Sacramento, Chicago, IL",06
Moana,Roosevelt Park,2017-08-08T05:00:00Z,PG,Yes,41.867444,-87.629875,2017,Tue,62 W. Roosevelt Rd.,NORTH LAWNDALE,"62 W. Roosevelt Rd., Chicago, IL",08
La La Land,Chicago Women's Park and Gardens,2017-07-15T05:00:00Z,PG-13,Yes,41.857935,-87.622279,2017,Sat,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",07
An American in Paris,Harold Washington Playlot Park,2017-06-26T05:00:00Z,NR,No,41.800598,-87.584362,2017,Mon,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",06
Moana,Green Briar Park,2017-08-04T05:00:00Z,PG,Yes,41.990486,-87.696173,2017,Fri,2650 W. Peterson Ave.,WEST RIDGE,"2650 W. Peterson Ave., Chicago, IL",08
Vengo Volviendo/Here and There,Dvorak Park,2017-07-19T05:00:00Z,NR,Yes,41.855228,-87.653947,2017,Wed,1119 W. Cullerton St.,LOWER WEST SIDE,"1119 W. Cullerton St., Chicago, IL",07
X-Men: Apocalypse,Union Park,2017-08-02T05:00:00Z,PG-13,Yes,41.884747,-87.66427,2017,Wed,1501 W. Randolph St.,NEAR WEST SIDE,"1501 W. Randolph St., Chicago, IL",08
Moana,Jonquil Playlot Park,2017-08-20T05:00:00Z,PG,Yes,41.929029,-87.653839,2017,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",08
Moana,Marquette Park,2017-08-03T05:00:00Z,PG,Yes,41.77132,-87.702908,2017,Thu,6743 S. Kedzie Ave.,SOUTH LAWNDALE,"6743 S. Kedzie Ave., Chicago, IL",08
The LEGO Batman Movie,Chicago Women's Park and Gardens,2017-08-26T05:00:00Z,PG,Yes,41.857935,-87.622279,2017,Sat,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",08
Fences,Lindblom Park,2017-08-04T05:00:00Z,PG-13,Yes,41.783375,-87.67402,2017,Fri,6054 S. Damen Ave.,WEST ENGLEWOOD,"6054 S. Damen Ave., Chicago, IL",08
The Wiz,Clark (John) Park,2017-06-22T05:00:00Z,G,Yes,41.876926,-87.740505,2017,Thu,4615 W. Jackson Blvd.,WEST GARFIELD PARK,"4615 W. Jackson Blvd., Chicago, IL",06
